"","classification","sex","age","total","survived"
"2009","2nd","Female","Adult",1,"Yes"
"2010","2nd","Female","Adult",1,"Yes"
"2011","2nd","Female","Adult",1,"Yes"
"2012","2nd","Female","Adult",1,"Yes"
"2013","2nd","Female","Adult",1,"Yes"
"2014","2nd","Female","Adult",1,"Yes"
"2015","2nd","Female","Adult",1,"Yes"
"2016","2nd","Female","Adult",1,"Yes"
"2017","2nd","Female","Adult",1,"Yes"
"2018","2nd","Female","Adult",1,"Yes"
"2019","2nd","Female","Adult",1,"Yes"
"2020","2nd","Female","Adult",1,"Yes"
"2021","2nd","Female","Adult",1,"Yes"
"2022","2nd","Female","Adult",1,"Yes"
"2023","2nd","Female","Adult",1,"Yes"
"2024","2nd","Female","Adult",1,"Yes"
"2025","2nd","Female","Adult",1,"Yes"
"2026","2nd","Female","Adult",1,"Yes"
"2027","2nd","Female","Adult",1,"Yes"
"2028","2nd","Female","Adult",1,"Yes"
"2029","2nd","Female","Adult",1,"Yes"
"2030","2nd","Female","Adult",1,"Yes"
"2031","2nd","Female","Adult",1,"Yes"
"2032","2nd","Female","Adult",1,"Yes"
"2033","2nd","Female","Adult",1,"Yes"
"2034","2nd","Female","Adult",1,"Yes"
"2035","2nd","Female","Adult",1,"Yes"
"2036","2nd","Female","Adult",1,"Yes"
"2037","2nd","Female","Adult",1,"No"
"2038","2nd","Female","Adult",1,"No"
"2039","2nd","Female","Adult",1,"No"
"2040","2nd","Female","Adult",1,"No"
"2041","3rd","Female","Adult",1,"Yes"
"2042","3rd","Female","Adult",1,"Yes"
"2043","3rd","Female","Adult",1,"Yes"
"2044","3rd","Female","Adult",1,"Yes"
"2045","3rd","Female","Adult",1,"Yes"
"2046","3rd","Female","Adult",1,"Yes"
"2047","3rd","Female","Adult",1,"Yes"
"2048","3rd","Female","Adult",1,"Yes"
"2049","3rd","Female","Adult",1,"Yes"
"2050","3rd","Female","Adult",1,"Yes"
"2051","3rd","Female","Adult",1,"Yes"
"2052","3rd","Female","Adult",1,"Yes"
"2053","3rd","Female","Adult",1,"Yes"
"2054","3rd","Female","Adult",1,"Yes"
"2055","3rd","Female","Adult",1,"Yes"
"2056","3rd","Female","Adult",1,"Yes"
"2057","3rd","Female","Adult",1,"Yes"
"2058","3rd","Female","Adult",1,"Yes"
"2059","3rd","Female","Adult",1,"Yes"
"2060","3rd","Female","Adult",1,"Yes"
"2061","3rd","Female","Adult",1,"Yes"
"2062","3rd","Female","Adult",1,"Yes"
"2063","3rd","Female","Adult",1,"Yes"
"2064","3rd","Female","Adult",1,"Yes"
"2065","3rd","Female","Adult",1,"Yes"
"2066","3rd","Female","Adult",1,"Yes"
"2067","3rd","Female","Adult",1,"Yes"
"2068","3rd","Female","Adult",1,"Yes"
"2069","3rd","Female","Adult",1,"Yes"
"2070","3rd","Female","Adult",1,"Yes"
"2071","3rd","Female","Adult",1,"Yes"
"2072","3rd","Female","Adult",1,"Yes"
"2073","3rd","Female","Adult",1,"Yes"
"2074","3rd","Female","Adult",1,"Yes"
"2075","3rd","Female","Adult",1,"Yes"
"2076","3rd","Female","Adult",1,"Yes"
"2077","3rd","Female","Adult",1,"Yes"
"2078","3rd","Female","Adult",1,"Yes"
"2079","3rd","Female","Adult",1,"Yes"
"2080","3rd","Female","Adult",1,"Yes"
"2081","3rd","Female","Adult",1,"Yes"
"2082","3rd","Female","Adult",1,"Yes"
"2083","3rd","Female","Adult",1,"Yes"
"2084","3rd","Female","Adult",1,"Yes"
"2085","3rd","Female","Adult",1,"Yes"
"2086","3rd","Female","Adult",1,"Yes"
"2087","3rd","Female","Adult",1,"Yes"
"2088","3rd","Female","Adult",1,"Yes"
"2089","3rd","Female","Adult",1,"Yes"
"2090","3rd","Female","Adult",1,"Yes"
"2091","3rd","Female","Adult",1,"Yes"
"2092","3rd","Female","Adult",1,"Yes"
"2093","3rd","Female","Adult",1,"Yes"
"2094","3rd","Female","Adult",1,"Yes"
"2095","3rd","Female","Adult",1,"Yes"
"2096","3rd","Female","Adult",1,"Yes"
"2097","3rd","Female","Adult",1,"Yes"
"2098","3rd","Female","Adult",1,"Yes"
"2099","3rd","Female","Adult",1,"Yes"
"2100","3rd","Female","Adult",1,"Yes"
"2101","3rd","Female","Adult",1,"Yes"
"2102","3rd","Female","Adult",1,"Yes"
"2103","3rd","Female","Adult",1,"Yes"
"2104","3rd","Female","Adult",1,"Yes"
"2105","3rd","Female","Adult",1,"Yes"
"2106","3rd","Female","Adult",1,"Yes"
"2107","3rd","Female","Adult",1,"Yes"
"2108","3rd","Female","Adult",1,"Yes"
"2109","3rd","Female","Adult",1,"Yes"
"2110","3rd","Female","Adult",1,"Yes"
"2111","3rd","Female","Adult",1,"Yes"
"2112","3rd","Female","Adult",1,"Yes"
"2113","3rd","Female","Adult",1,"Yes"
"2114","3rd","Female","Adult",1,"Yes"
"2115","3rd","Female","Adult",1,"Yes"
"2116","3rd","Female","Adult",1,"Yes"
"2117","3rd","Female","Adult",1,"No"
"2118","3rd","Female","Adult",1,"No"
"2119","3rd","Female","Adult",1,"No"
"2120","3rd","Female","Adult",1,"No"
"2121","3rd","Female","Adult",1,"No"
"2122","3rd","Female","Adult",1,"No"
"2123","3rd","Female","Adult",1,"No"
"2124","3rd","Female","Adult",1,"No"
"2125","3rd","Female","Adult",1,"No"
"2126","3rd","Female","Adult",1,"No"
"2127","3rd","Female","Adult",1,"No"
"2128","3rd","Female","Adult",1,"No"
"2129","3rd","Female","Adult",1,"No"
"2130","3rd","Female","Adult",1,"No"
"2131","3rd","Female","Adult",1,"No"
"2132","3rd","Female","Adult",1,"No"
"2133","3rd","Female","Adult",1,"No"
"2134","3rd","Female","Adult",1,"No"
"2135","3rd","Female","Adult",1,"No"
"2136","3rd","Female","Adult",1,"No"
"2137","3rd","Female","Adult",1,"No"
"2138","3rd","Female","Adult",1,"No"
"2139","3rd","Female","Adult",1,"No"
"2140","3rd","Female","Adult",1,"No"
"2141","3rd","Female","Adult",1,"No"
"2142","3rd","Female","Adult",1,"No"
"2143","3rd","Female","Adult",1,"No"
"2144","3rd","Female","Adult",1,"No"
"2145","3rd","Female","Adult",1,"No"
"2146","3rd","Female","Adult",1,"No"
"2147","3rd","Female","Adult",1,"No"
"2148","3rd","Female","Adult",1,"No"
"2149","3rd","Female","Adult",1,"No"
"2150","3rd","Female","Adult",1,"No"
"2151","3rd","Female","Adult",1,"No"
"2152","3rd","Female","Adult",1,"No"
"2153","3rd","Female","Adult",1,"No"
"2154","3rd","Female","Adult",1,"No"
"2155","3rd","Female","Adult",1,"No"
"2156","3rd","Female","Adult",1,"No"
"2157","3rd","Female","Adult",1,"No"
"2158","3rd","Female","Adult",1,"No"
"2159","3rd","Female","Adult",1,"No"
"2160","3rd","Female","Adult",1,"No"
"2161","3rd","Female","Adult",1,"No"
"2162","3rd","Female","Adult",1,"No"
"2163","3rd","Female","Adult",1,"No"
"2164","3rd","Female","Adult",1,"No"
"2165","3rd","Female","Adult",1,"No"
"2166","3rd","Female","Adult",1,"No"
"2167","3rd","Female","Adult",1,"No"
"2168","3rd","Female","Adult",1,"No"
"2169","3rd","Female","Adult",1,"No"
"2170","3rd","Female","Adult",1,"No"
"2171","3rd","Female","Adult",1,"No"
"2172","3rd","Female","Adult",1,"No"
"2173","3rd","Female","Adult",1,"No"
"2174","3rd","Female","Adult",1,"No"
"2175","3rd","Female","Adult",1,"No"
"2176","3rd","Female","Adult",1,"No"
"2177","3rd","Female","Adult",1,"No"
"2178","3rd","Female","Adult",1,"No"
"2179","3rd","Female","Adult",1,"No"
"2180","3rd","Female","Adult",1,"No"
"2181","3rd","Female","Adult",1,"No"
"2182","3rd","Female","Adult",1,"No"
"2183","3rd","Female","Adult",1,"No"
"2184","3rd","Female","Adult",1,"No"
"2185","3rd","Female","Adult",1,"No"
"2186","3rd","Female","Adult",1,"No"
"2187","3rd","Female","Adult",1,"No"
"2188","3rd","Female","Adult",1,"No"
"2189","3rd","Female","Adult",1,"No"
"2190","3rd","Female","Adult",1,"No"
"2191","3rd","Female","Adult",1,"No"
"2192","3rd","Female","Adult",1,"No"
"2193","3rd","Female","Adult",1,"No"
"2194","3rd","Female","Adult",1,"No"
"2195","3rd","Female","Adult",1,"No"
"2196","3rd","Female","Adult",1,"No"
"2197","3rd","Female","Adult",1,"No"
"2198","3rd","Female","Adult",1,"No"
"2199","3rd","Female","Adult",1,"No"
"2200","3rd","Female","Adult",1,"No"
"2201","3rd","Female","Adult",1,"No"
"2202","3rd","Female","Adult",1,"No"
"2203","3rd","Female","Adult",1,"No"
"2204","3rd","Female","Adult",1,"No"
"2205","3rd","Female","Adult",1,"No"
"2206","Crew","Female","Adult",1,"Yes"
"2207","Crew","Female","Adult",1,"Yes"
"2208","Crew","Female","Adult",1,"Yes"
"2209","Crew","Female","Adult",1,"Yes"
"2210","Crew","Female","Adult",1,"Yes"
"2211","Crew","Female","Adult",1,"Yes"
"2212","Crew","Female","Adult",1,"Yes"
"2213","Crew","Female","Adult",1,"Yes"
"2214","Crew","Female","Adult",1,"Yes"
"2215","Crew","Female","Adult",1,"Yes"
"2216","Crew","Female","Adult",1,"Yes"
"2217","Crew","Female","Adult",1,"Yes"
"2218","Crew","Female","Adult",1,"Yes"
"2219","Crew","Female","Adult",1,"Yes"
"2220","Crew","Female","Adult",1,"Yes"
"2221","Crew","Female","Adult",1,"Yes"
"2222","Crew","Female","Adult",1,"No"
"2223","Crew","Female","Adult",1,"No"
"2224","Crew","Female","Adult",1,"No"
